RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2444,15715519,McDavid,614,Spain,Male,36,5,0,2,1,0,130610.78,0
2445,15707042,Dellucci,634,France,Female,24,2,87413.19,1,1,0,63340.65,0
2446,15605276,Brothers,742,France,Female,29,4,0,2,1,1,180066.59,0
2447,15630592,Sanders,516,France,Female,45,4,0,1,1,0,95273.73,1
2448,15636626,Morrison,718,France,Male,35,3,97560.16,1,1,1,53511.74,0
2449,15740411,Molle,636,Germany,Male,30,8,141787.31,2,1,1,109685.61,0
2450,15593834,Genovese,691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1
2451,15804235,Zetticci,698,France,Female,37,2,166178.02,2,1,1,71972.95,0
2452,15679801,Hsueh,712,Spain,Female,39,5,163097.55,2,1,1,23702.42,0
2453,15673907,Alexander,659,France,Male,20,8,0,2,0,0,112572.02,0
2454,15636562,Muravyova,573,Spain,Male,44,8,0,2,0,0,62424.46,0
2455,15702571,Wright,778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1
2456,15627365,Calabresi,732,France,Male,46,0,0,2,1,1,184350.78,0
2457,15748499,Johnson,550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1
2458,15598614,Lucchesi,790,Spain,Male,20,8,0,2,1,0,168152.76,0
2459,15668889,Galgano,665,Germany,Female,43,2,116322.27,4,1,0,35640.12,1
2460,15800049,Grigoryeva,728,Spain,Female,43,5,0,1,1,1,120088.17,0
2461,15583724,Raymond,645,Spain,Female,29,4,0,2,1,1,74346.11,0
2462,15622083,Paterson,647,Germany,Male,30,6,143138.91,2,1,0,2955.46,0
2463,15645571,Genovese,596,Spain,Male,32,4,0,2,0,1,146504.35,0
2464,15598266,Martin,610,France,Male,40,9,0,1,1,1,149602.54,0
2465,15667934,Moretti,512,France,Male,36,0,129804.17,1,1,0,53020.9,0
2466,15569682,Leckie,768,Germany,Male,37,9,108308.11,1,1,0,41788.25,1
2467,15772941,Lane,666,Germany,Male,30,3,110153.27,1,0,1,74849.46,0
2468,15586174,Brodney,700,Germany,Female,30,4,116377.48,1,1,1,134417.31,0
2469,15803682,Angelo,651,Germany,Female,37,10,117791.06,2,1,1,75837.58,0
2470,15627328,Millar,542,Spain,Female,26,2,0,2,1,1,54869.54,0
2471,15717065,Balashov,686,France,Female,35,8,105419.73,1,1,0,35356.46,0
2472,15602456,Afanasyev,850,Germany,Female,47,4,99219.47,2,1,1,122141.13,0
2473,15721569,Chialuka,658,Germany,Female,55,8,119327.93,1,0,1,119439.66,0
2474,15573798,Yermolayev,448,France,Female,36,6,83947.12,2,1,0,81999.53,0
2475,15638272,Tien,609,Spain,Male,32,4,99883.16,1,1,1,120594.85,0
2476,15799859,Lucchesi,704,France,Male,50,4,165438.26,1,1,0,120770.75,1
2477,15599152,Lai,698,France,Male,31,1,156111.24,1,0,0,134790.74,0
2478,15737909,Bates,759,France,Male,44,2,111095.58,2,1,0,100137.7,0
2479,15646190,Saunders,677,France,Female,56,0,119963.45,1,0,0,158325.87,1
2480,15711249,Chukwuemeka,544,Spain,Male,22,4,0,2,1,0,70007.67,0
2481,15671987,Meagher,567,Spain,Male,35,8,153137.74,1,1,0,88659.07,0
2482,15812766,Golubeva,490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0
2483,15778589,Collier,626,France,Male,34,7,113014.7,2,1,1,56646.28,0
2484,15750104,Chan,718,Germany,Male,43,5,132615.73,2,1,0,32999.1,0
2485,15784526,Chen,616,France,Male,44,5,102016.38,1,0,1,178235.37,1
2486,15646563,Wright,772,France,Female,35,9,0,1,0,1,25448.31,0
2487,15744423,Cocci,561,France,Male,32,5,0,2,1,0,84871.99,0
2488,15593694,Williams,814,France,Male,49,8,0,2,0,0,157822.54,0
2489,15785367,McGuffog,651,France,Female,56,4,0,1,0,0,84383.22,1
2490,15687765,Chukwujamuike,538,Germany,Female,42,4,80380.24,1,1,0,119216.46,0
2491,15789014,Scott,600,France,Female,26,6,108909.12,1,1,0,82547.01,0
2492,15703177,Bell,654,France,Female,35,2,90865.8,1,1,1,86764.46,0
2493,15660263,Olisaemeka,622,France,Male,40,4,99799.76,2,1,0,197372.13,0
2494,15776545,Napolitani,682,France,Male,28,10,200724.96,1,0,1,82872.64,1
2495,15683276,Sargood,610,Spain,Female,37,10,140363.95,2,1,1,129563.86,0
2496,15599272,Harrington,795,France,Female,36,1,151844.64,1,1,1,135388.89,0
2497,15589541,Sutherland,557,France,Female,27,2,0,2,0,1,4497.55,0
2498,15608804,Allan,824,Germany,Male,49,8,133231.48,1,1,1,67885.37,0
2499,15645820,Folliero,698,France,Male,27,7,0,2,1,0,111471.55,0
2500,15659031,Mordvinova,630,France,Female,36,8,126598.99,2,1,1,134407.93,0
2501,15790113,Schofield,609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1
2502,15652289,Williams,694,France,Male,47,4,0,2,1,0,197528.62,0
2503,15605341,Baird,681,France,Female,58,8,93173.88,1,1,1,139761.25,0
2504,15697844,Whitehouse,721,Spain,Female,32,10,0,1,1,0,136119.96,1
2505,15652048,Thompson,563,Germany,Male,44,7,105007.31,2,1,1,197812.16,0
2506,15587038,Ogochukwu,654,Spain,Female,32,2,0,1,1,1,51972.92,1
2507,15660528,Niu,659,Spain,Male,27,4,0,2,1,0,99341.87,0
2508,15700300,Okoli,674,Germany,Female,44,4,131593.85,1,0,1,171345.02,1
2509,15642001,Lorenzen,576,Germany,Male,44,9,119530.52,1,1,0,119056.68,1
2510,15580366,Okechukwu,566,Germany,Male,54,4,118614.6,2,1,1,172601.62,0
2511,15657228,Anderson,545,Germany,Male,37,9,95829.13,2,0,1,104936.88,0
2512,15729377,Ku,798,France,Male,36,1,0,2,1,1,159044.1,0
2513,15686913,Kung,757,France,Male,38,0,0,1,1,0,83263.06,0
2514,15631267,Lu,641,France,Male,50,6,153590.73,2,1,1,130910.78,0
2515,15632275,Trevisano,718,France,Male,29,2,0,1,1,0,126336.72,0
2516,15715907,Onwubiko,699,France,Male,64,9,113109.52,1,1,0,27980.8,1
2517,15764841,Vidler,623,France,Female,35,0,130557.24,1,1,1,47880.71,0
2518,15748649,Shen,644,France,Male,40,8,93183.19,1,1,0,73882.49,0
2519,15771409,McGregor,586,France,Male,58,7,151933.63,1,1,0,162960.05,1
2520,15779207,Nnamdi,500,Germany,Male,30,2,125495.64,2,1,1,68807.47,0
2521,15814116,Castiglione,583,France,Female,42,7,0,2,1,0,144039.05,0
2522,15665087,Bergamaschi,595,Germany,Female,26,8,118547.72,1,1,1,151192.18,0
2523,15611189,Allingham,670,Spain,Male,43,1,97792.21,1,0,0,120225.62,0
2524,15729718,Stelzer,610,France,Male,41,6,0,3,0,0,56118.81,1
2525,15733602,Rubin,814,Spain,Female,72,2,0,2,0,1,130853.03,0
2526,15620103,Ho,660,France,Female,40,8,167181.01,1,1,1,185156.94,0
2527,15770406,Watson,580,Germany,Male,35,9,121355.19,1,0,1,35671.45,0
2528,15800554,Perry,850,France,Female,81,1,0,2,1,1,59568.24,0
2529,15611409,Sun,676,Spain,Male,35,0,0,2,0,0,139911.58,0
2530,15646535,Harrell,578,France,Male,46,5,113226.47,1,1,0,56770.76,0
2531,15575430,Robson,579,France,Female,33,1,118392.75,1,1,1,157564.75,0
2532,15711299,Wilson,711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0
2533,15642063,Kelechi,692,France,Male,40,6,163505.16,1,0,0,90424.09,0
2534,15706602,Bates,760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0
2535,15592773,Eberegbulam,630,Germany,Female,51,0,108449.23,3,0,0,88372.69,1
2536,15786539,Olisaemeka,808,France,Male,32,1,0,2,1,1,46200.71,0
2537,15737542,Davey,611,Germany,Female,36,10,103294.56,1,1,0,160548.12,0
2538,15590234,De Luca,697,France,Female,42,1,0,1,1,0,1262.83,1
2539,15773776,Ho,655,France,Female,38,6,0,1,1,1,188639.28,0
2540,15728082,Vasiliev,601,Spain,Male,28,6,0,2,1,0,14665.28,0
2541,15609987,Smith,755,France,Male,42,2,119919.12,1,1,0,156868.21,0
2542,15735330,Sung,553,France,Male,37,1,0,1,1,0,30461.55,0
2543,15649430,White,723,France,Male,28,4,0,2,1,1,123885.88,0
2544,15768777,Wang,507,Spain,Female,34,4,0,2,1,1,60688.38,0
2545,15777893,Davide,777,France,Male,43,1,0,2,1,0,21785.91,0
2546,15791326,Nnamdi,566,France,Male,34,3,0,1,0,0,188135.69,0
2547,15615176,Welsh,732,France,Male,26,7,0,2,1,0,154364.66,0
2548,15735221,Sousa,697,France,Female,42,10,0,2,1,0,61312.15,0
2549,15617991,Andrews,555,France,Male,29,4,128744.04,1,1,1,47454.93,0
2550,15658504,Chiawuotu,584,Germany,Female,62,9,137727.34,2,0,1,121102.9,0
2551,15785705,Thomson,705,Germany,Female,44,10,106731.58,1,1,0,137419.87,1
2552,15801817,Carpenter,688,France,Female,38,7,123544.21,1,1,1,157664.02,0
2553,15752578,Yefimova,626,France,Female,37,2,133968.96,2,1,0,148689.65,0
2554,15781574,Ma,636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0
2555,15792107,Black,719,Spain,Female,35,8,0,1,1,1,165162.4,0
2556,15569917,Obijiaku,706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1
2557,15721504,King,731,Spain,Male,41,3,0,2,1,0,101371.72,0
2558,15757306,Miller,738,Spain,Male,49,3,0,3,1,1,65066.48,1
2559,15647295,Chin,426,France,Male,34,9,0,2,1,0,107876.91,0
2560,15642098,Cox,622,Spain,Female,36,0,108960,2,1,0,111180.3,1
2561,15696120,Wallace,701,Spain,Female,30,2,0,2,1,0,115650.63,0
2562,15675176,Price,512,France,Male,51,6,144953.31,1,1,1,165035.17,0
2563,15700046,Yuan,635,France,Male,41,4,103544.88,2,1,0,193746.55,0
2564,15782089,Mullen,685,France,Male,33,6,0,1,1,0,58458.26,0
2565,15706394,Howell,609,France,Male,53,7,0,2,0,1,52332.85,0
2566,15759387,McIntosh,598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1
2567,15623369,Clifton,708,France,Male,52,10,105355.81,1,1,0,123.07,1
2568,15732943,Okwuoma,574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1
2569,15750545,Chidiebere,629,France,Male,44,5,0,4,0,0,117572.59,1
2570,15809909,Fan,422,Spain,Female,54,4,0,2,1,1,7166.71,0
2571,15642448,Onyemauchechukwu,656,Spain,Male,28,8,120047.77,1,1,1,137173.39,0
2572,15791944,Harker,697,France,Male,32,7,175464.85,3,1,0,116442.42,1
2573,15768342,Bolton,718,France,Male,52,8,79475.3,3,1,1,32421.32,1
2574,15567919,Lazarev,586,Germany,Male,37,8,167735.69,2,0,1,104665.79,0
2575,15674750,Alexeyeva,481,Spain,Female,37,8,0,2,1,0,44215.86,0
2576,15778345,Stevens,749,France,Female,33,1,74385.98,1,1,0,20164.47,0
2577,15687634,Glover,561,Germany,Male,49,5,94754,1,1,1,26691.31,0
2578,15666096,Ibekwe,676,Spain,Male,27,4,0,1,0,1,107955.67,0
2579,15581700,Paterson,615,Germany,Male,43,3,86920.86,1,1,1,150048.37,0
2580,15656417,Marsh,582,France,Female,39,1,132077.48,2,1,0,192255.15,0
2581,15649101,Reeves,601,France,Male,40,10,127847.86,1,0,0,173245.68,0
2582,15781975,Rees,708,France,Male,34,3,0,1,0,1,121457.88,1
2583,15700511,Hanson,708,Germany,Male,42,9,176702.36,2,1,1,104804.74,0
2584,15770255,Onwughara,797,Germany,Female,33,10,83555.58,1,0,0,69767.14,0
2585,15643574,Odinakachukwu,682,France,Male,26,8,0,2,1,0,178373.43,0
2586,15595010,Huang,694,Spain,Female,39,9,0,2,0,0,99924.04,0
2587,15580579,Trevisani,490,France,Female,40,1,0,1,1,1,49594.19,1
2588,15748532,Dale,828,Spain,Male,42,10,0,1,1,1,186071.14,0
2589,15773789,Pavlova,594,Spain,Female,38,7,96858.35,1,1,0,77511.45,0
2590,15600027,Meng,579,Spain,Male,33,1,0,2,1,1,54816.57,0
2591,15620832,Dean,723,France,Female,35,0,0,2,0,1,61290.99,0
2592,15568819,Chiganu,619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1
2593,15748691,Lung,794,Spain,Female,30,1,154970.54,1,0,1,156768.45,0
2594,15583552,Donaldson,674,Germany,Male,44,3,88902.21,1,1,0,73731.32,0
2595,15588019,Li Fonti,418,France,Male,28,7,98738.92,1,1,0,122190.22,0
2596,15713250,Izmailova,502,France,Male,33,8,0,2,1,1,123509.01,0
2597,15569595,Walker,678,France,Female,50,6,0,1,1,0,8199.5,0
2598,15794868,Nnonso,599,Germany,Male,40,10,137456.28,2,1,1,14113.11,0
2599,15576680,Stevenson,736,France,Male,29,4,0,2,0,0,51705.01,0
2600,15613699,Schnaars,430,France,Female,60,7,73937.02,1,1,0,161937.62,1
2601,15609758,Geoghegan,537,France,Female,45,7,158621.04,1,1,0,120892.96,1
2602,15762392,Ilyina,683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0
2603,15693382,Muir,828,France,Male,31,9,0,1,0,1,164257.37,0
2604,15791769,Gardener,691,France,Female,29,9,116536.43,1,1,0,51987.99,0
2605,15712483,Chidi,608,Spain,Female,28,4,0,2,1,0,10899.63,1
2606,15636454,Fu,691,France,Female,60,6,101070.69,1,1,0,177355.8,1
2607,15710138,Sun,718,Spain,Male,39,6,0,2,0,1,63889.1,0
2608,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0
2609,15638751,Ashton,838,Spain,Female,41,5,0,2,1,0,81313.51,0
2610,15598574,Uwakwe,695,Spain,Female,31,5,0,2,0,1,13998.88,0
2611,15796787,Vassiliev,681,France,Male,46,0,105969.42,1,1,0,5771.56,0
2612,15615670,Kazakova,762,France,Male,36,5,119547.46,1,1,1,42693.65,0
2613,15705506,Perry,751,Spain,Male,38,7,0,2,0,0,90839.61,0
2614,15599535,Howell,678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0
2615,15768449,Ricci,634,France,Female,37,7,51582.5,2,1,1,184312.88,0
2616,15725002,Smith,749,France,Male,37,7,0,2,1,0,20306.79,0
2617,15611682,Rossi,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0
2618,15749964,Jones,610,France,Female,27,4,87262.4,2,1,0,182720.07,0
2619,15678779,Quezada,502,France,Male,33,7,0,2,0,1,4082.52,0
2620,15752601,McCulloch,578,France,Female,40,7,0,2,0,0,102233.73,0
2621,15758477,Tobeolisa,547,France,Female,32,2,0,2,1,0,132002.83,0
2622,15629133,Black,579,France,Female,27,9,0,2,1,0,126838.7,0
2623,15604963,Fraser,661,France,Male,39,5,0,2,0,0,181461.46,0
2624,15796413,Green,794,France,Male,46,6,0,2,1,0,195325.74,0
2625,15812470,Allan,719,France,Male,61,5,0,2,0,1,29132.43,0
2626,15587443,Akudinobi,728,France,Female,69,1,0,2,1,1,131804.86,0
2627,15689692,Walker,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
2628,15779586,Olisaemeka,822,Germany,Female,46,3,115074.02,2,1,0,26249.86,0
2629,15667588,Arcuri,670,Spain,Female,40,3,0,1,1,1,182650.15,0
2630,15624423,Liu,850,France,Male,28,8,99986.98,1,1,0,196582.55,0
2631,15591107,Flemming,723,Germany,Female,68,3,110357,1,0,0,141977.54,1
2632,15748986,Bischof,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0
2633,15793896,John,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0
2634,15620570,Sinnett,736,France,Male,43,4,202443.47,1,1,0,72375.03,0
2635,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1
2636,15707681,Pokrovsky,501,Germany,Male,38,9,88977.39,2,0,1,133403.07,0
2637,15702030,Azarov,516,France,Female,29,2,104982.57,1,1,0,157378.5,0
2638,15673238,McCarthy,517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1
2639,15604196,Simpson,766,France,Male,32,6,185714.28,1,1,1,102502.5,0
2640,15769356,Stevenson,520,Germany,Female,23,3,116022.53,2,1,1,37577.66,0
2641,15665590,Moore,541,France,Male,46,6,0,2,1,1,83456.67,0
2642,15572361,Chill,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0
2643,15667460,Moore,797,France,Male,31,9,0,2,1,1,24748.89,0
2644,15654760,Su,811,France,Male,40,1,101514.89,1,1,1,121765,0
2645,15632669,Rees,722,Spain,Female,32,4,0,2,1,1,113666.48,0
2646,15613673,Lung,675,France,Male,28,9,0,1,1,0,134110.93,0
2647,15698522,Thomas,660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0
2648,15741633,Fuller,566,Spain,Male,32,10,147511.26,1,1,1,159891.03,0
2649,15674583,Trevisani,768,France,Male,25,0,78396.08,1,1,1,8316.19,0
2650,15665374,Dumolo,610,Spain,Female,31,5,0,2,0,0,63736.36,0
2651,15588854,Wu,715,France,Female,31,3,110581.29,1,1,1,94715.24,0
2652,15810716,Kerr,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0
2653,15776921,Geoghegan,431,Germany,Male,45,5,83624.55,2,0,0,36899.62,0
2654,15569394,Bailey,704,France,Male,24,2,148197.15,2,1,0,182775.08,0
2655,15788215,Hsia,535,Spain,Female,30,5,122924.75,1,0,0,62390.59,1
2656,15641007,Holden,614,France,Female,38,4,72594,1,1,1,76042.48,0
2657,15594651,Milani,748,France,Male,38,4,115221.36,1,0,1,70956.75,0
2658,15575146,Jamieson,492,Germany,Male,51,8,117808.74,2,1,1,67311.12,0
2659,15608916,Ndubueze,573,France,Male,40,7,147754.68,1,1,1,110454.46,0
2660,15666297,Abramova,706,Spain,Female,53,3,0,3,0,0,88479.02,1
2661,15598586,Wetherspoon,680,France,Male,31,10,113292.17,1,1,1,122639.73,0
2662,15665014,Middleton,458,Spain,Male,36,5,0,2,1,0,79723.78,0
2663,15701738,Arcuri,612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1
2664,15650591,Calabrese,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1
2665,15652667,Hampton,590,France,Male,39,9,0,2,1,1,104730.52,0
2666,15679622,Clayton,602,France,Male,35,8,0,1,1,1,22499.29,0
2667,15730150,Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0
2668,15813192,Chukwuemeka,494,France,Male,25,6,0,2,0,1,109988.09,0
2669,15606554,Douglas,797,France,Male,29,1,0,1,0,1,149991.32,0
2670,15611794,Galloway,526,Germany,Male,61,6,133845.28,2,1,1,45180.8,0
2671,15672357,Sochima,631,Spain,Male,38,7,0,2,1,0,181605.85,0
2672,15711759,Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,0
2673,15615296,Rice,405,France,Male,39,10,0,1,1,0,160810.85,1
2674,15699294,Pope,555,France,Male,30,1,0,2,0,0,88146.86,0
2675,15788634,Romani,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0
2676,15660871,Ch'ang,665,France,Male,28,8,137300.23,1,1,0,90174.83,0
2677,15618258,Chizuoke,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0
2678,15722535,Ireland,457,France,Female,33,7,127837.54,1,0,1,60013.17,0
2679,15711977,Finch,695,France,Male,36,4,161533,1,1,0,100940.91,0
2680,15690169,Meng,645,France,Male,31,7,161171.7,2,1,0,12599.94,1
2681,15790689,Hibbins,647,Spain,Male,32,9,80958.36,1,1,1,128590.73,0
2682,15665181,Chung,808,Spain,Male,25,7,0,2,0,1,23180.37,0
2683,15633608,Black,641,France,Male,33,2,146193.6,2,1,1,55796.83,1
2684,15805261,Balashov,700,Spain,Male,29,8,0,2,0,1,152097.02,0
2685,15740356,Palmer,660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0
2686,15808223,Lea,615,Spain,Male,41,1,126773.43,1,1,1,55551.26,0
2687,15769980,Singleton,705,Germany,Female,40,3,92889.91,1,1,1,109496.69,0
2688,15675450,Burt,718,France,Male,48,9,0,2,1,1,72105.63,0
2689,15776494,Siciliano,754,France,Male,61,5,146622.35,1,1,1,41815.22,1
2690,15592412,Sun,713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1
2691,15777452,Sauve,587,France,Female,46,6,88820.29,1,0,0,70224.34,0
2692,15692258,Thompson,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0
2693,15791045,Boni,568,France,Female,38,3,132951.92,1,0,1,124486.28,0
2694,15807889,Wood,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0
2695,15602043,Buccho,770,Germany,Female,46,5,141788.63,2,0,0,164967.21,0
2696,15807335,Spencer,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0
2697,15629985,Eidson,723,Germany,Female,47,10,90450,2,0,0,103379.31,1
2698,15679453,Hung,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1
2699,15637315,Melvin,601,Spain,Female,41,3,0,2,1,0,54342.83,0
2700,15691513,Dawkins,592,France,Male,60,9,0,4,1,1,13614.01,1
2701,15622289,Rizzo,605,Spain,Female,36,9,0,2,0,1,35521.63,0
2702,15715184,Capon,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0
2703,15702801,Ts'ao,677,France,Female,29,3,86616.35,1,0,0,91903.9,1
2704,15719931,Johnstone,850,France,Male,31,8,0,2,1,0,178667.7,0
2705,15806081,Fleming,608,Germany,Female,48,2,127924.25,2,1,0,32202.61,0
2706,15796336,Chang,786,Spain,Female,34,9,0,2,1,0,117034.32,0
2707,15647306,Gibbs,777,France,Female,29,9,131240.61,1,1,1,163746.09,1
2708,15742369,Rita,667,Spain,Male,31,5,0,2,1,1,20346.69,0
2709,15655859,Munro,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0
2710,15675650,Duncan,486,France,Female,39,8,97819.36,1,0,1,120531.31,0
2711,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0
2712,15754168,McIntosh,506,France,Female,40,3,0,1,1,1,144345.58,0
2713,15763029,Ch'iu,612,Germany,Male,46,9,161450.03,1,1,1,96961,1
2714,15765048,Watt,545,France,Male,30,3,0,2,1,0,170307.43,0
2715,15786215,Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0
2716,15707559,Clark,682,France,Female,30,9,0,2,1,1,195104.91,0
2717,15582129,Hsia,517,France,Male,62,1,43772.66,3,1,0,187756.24,1
2718,15687540,Obiuto,684,France,Male,32,9,100249.41,2,0,1,67599.69,0
2719,15787196,T'ien,692,Spain,Male,46,2,0,2,1,1,105983.09,0
2720,15670898,McKenzie,740,France,Female,60,5,108028.08,2,0,0,25980.42,1
2721,15775433,Tang,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0
2722,15700693,Tu,693,France,Male,68,2,0,2,1,1,59864.96,0
2723,15677955,Tsui,757,Germany,Male,33,1,122088.67,1,1,0,42581.09,0
2724,15570086,Lynch,684,Germany,Male,18,9,90544,1,0,1,4777.23,0
2725,15794875,Hung,691,Spain,Male,35,6,0,2,0,1,178038.17,0
2726,15673591,Oluchukwu,842,France,Male,44,3,141252.18,4,0,1,128521.16,1
2727,15631756,Tuan,482,France,Female,35,5,147813.05,2,0,0,109029.72,0
2728,15757617,Lewis,735,France,Male,55,6,134140.68,1,1,0,2267.88,0
2729,15612729,Chidiebere,681,France,Female,63,7,0,2,1,1,55054.48,0
2730,15637857,Woolacott,616,France,Female,31,8,0,1,0,1,76456.17,0
2731,15681007,Yen,850,France,Female,35,2,128548.49,4,1,0,75478.95,1
2732,15593622,Service,635,France,Male,43,10,122198.21,2,0,1,179144.54,0
2733,15629273,Lin,638,Germany,Male,42,8,145177.84,1,1,0,193471.74,1
2734,15765846,Chuang,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0
2735,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1
2736,15722473,Faulkner,713,France,Male,41,3,0,2,1,0,55772.04,0
2737,15774936,Liang,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1
2738,15685640,Dancy,649,France,Female,41,3,130931.83,1,1,1,144808.37,0
2739,15566563,Duigan,777,France,Female,30,4,137851.31,1,1,0,5008.23,1
2740,15768746,McLean,561,France,Male,33,6,0,2,0,0,173680.39,0
2741,15689952,Zuyeva,724,Spain,Male,41,5,0,1,0,1,115753.94,0
2742,15725906,Hankinson,665,Spain,Female,51,8,0,1,1,1,38928.48,1
2743,15634501,Wei,441,France,Male,60,1,140614.15,1,0,1,174381.23,0
2744,15571940,Afamefula,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0
2745,15741643,Chiang,777,Germany,Male,35,7,122917.69,1,1,1,76169.68,0
2746,15806822,Myers,739,France,Female,36,0,0,2,0,0,133465.57,0
2747,15701166,Chinedum,660,France,Male,40,5,131754.11,2,1,1,38761.61,0
2748,15718531,Ukaegbunam,554,France,Female,35,8,0,2,1,1,176779.46,0
2749,15628308,Akubundu,850,France,Female,24,6,0,2,1,1,13159.9,0
2750,15585287,Sal,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1
2751,15781619,Stevenson,785,France,Female,38,1,0,1,1,0,134964.85,1
2752,15805162,Sutherland,550,France,Male,25,0,0,2,1,1,184221.11,0
2753,15588535,Ts'ao,750,Spain,Female,39,6,0,2,0,0,19264.33,0
2754,15775307,Sung,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0
2755,15777616,Pisani,605,Germany,Male,28,10,113690.83,1,1,0,33114.24,0
2756,15692291,Hs?eh,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1
2757,15680843,Sherrod,675,France,Male,34,8,0,2,1,1,184842.21,0
2758,15606232,Holloway,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0
2759,15641585,Newton,850,France,Male,40,6,97339.99,1,0,1,88815.25,0
2760,15684358,Kang,711,France,Male,41,3,0,2,1,1,193747.57,0
2761,15806389,Walton,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1
2762,15641860,Bradley,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1
2763,15814237,Watkins,627,Germany,Male,30,3,128770.88,2,1,1,40199.01,0
2764,15808780,Tien,850,France,Female,34,2,0,2,0,0,51919.04,0
2765,15767064,Davide,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0
2766,15751177,Milne,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1
2767,15613427,Barling,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0
2768,15647259,Barnett,643,Spain,Male,35,2,0,2,0,0,67979.35,0
2769,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1
2770,15726695,Hsia,601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0
2771,15757473,Chukwujamuike,766,France,Female,27,7,158786.67,2,0,1,47579.25,0
2772,15809509,Venables,699,France,Male,29,3,125689.29,1,1,1,151623.71,0
2773,15715512,Hsia,850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0
2774,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,1
2775,15679818,Yuan,636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1
2776,15609928,Johnston,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0
2777,15731246,Hobler,628,Spain,Male,40,10,0,2,1,0,103832.58,0
2778,15685243,Jamieson,736,France,Female,63,10,0,2,0,1,502.7,0
2779,15638730,Macleod,711,France,Female,21,0,82844.33,2,0,1,1408.68,0
2780,15697034,Norris,583,Spain,Female,22,2,0,2,0,1,5985.36,0
2781,15699225,Pirozzi,757,France,Male,46,0,0,2,1,0,37460.05,0
2782,15677387,Folliero,749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0
